id,budget,genres,popularity,release_date,revenue,title,vote_average,vote_count,release_year,return,DiaSemana,Mes,cast,crew
203835,0.0,"['Thriller', 'Horror']",20.712818,2017-06-30,0.0,Amityville: The Awakening,5.8,98.0,2017,0.0,Viernes,Junio,"['Bella Thorne', 'Cameron Monaghan', 'Jennifer Morrison', 'Jennifer Jason Leigh', 'Taylor Spreitler', 'Thomas Mann', 'Kurtwood Smith', 'Mckenna Grace', 'Cleopatra Coleman']","['Casey La Scala', 'Franck Khalfoun', 'Daniel Farrands']"
5916,3352254.0,"['Action', 'Crime', 'Thriller']",10.037593,1972-12-13,58831997.0,The Getaway,7.0,120.0,1972,17.549981892780202,Miércoles,Diciembre,"['Steve McQueen', 'Ali MacGraw', 'Ben Johnson', 'Al Lettieri', 'Sally Struthers', 'Slim Pickens', 'Richard Bright', 'Jack Dodson', 'Dub Taylor', 'Bo Hopkins', 'Roy Jenson', 'John Bryson', 'Bill Hart', 'Tom Runyon', 'Whitney Jones', 'Tommy Bush']","['Angelo P. Graham', 'George R. Nelson', 'Walter Hill', 'Jim Thompson', 'Lucien Ballard', 'Sam Peckinpah', 'David Foster', 'Ted Haworth', 'Quincy Jones', 'Robert L. Wolfe', 'Michael Preece', 'Whitey Hughes', 'Josef von Stroheim']"
255,350000.0,"['Comedy', 'Drama', 'Romance']",6.564465,1968-08-13,0.0,Stolen Kisses,7.4,59.0,1968,0.0,Martes,Agosto,"['Jean-Pierre Léaud', 'Claude Jade', 'Delphine Seyrig', 'Michael Lonsdale', 'Daniel Ceccaldi', 'Claire Duhamel', 'Harry-Max', 'André Falcon', 'Catherine Lutz', 'Martine Ferrière', 'Serge Rousseau', 'Paul Pavel', 'François Darbon', 'Léon Elkenbaum', 'Madeleine Parard', 'France Monteil', 'Carole Noe', 'Roger Trapp', 'Albert Simono', 'Christine Pellé', 'Chantal Banlier', 'Jacques Rispal', 'Jacques Delord', 'Marcel Berbert', 'Pascale Dauman']","['François Truffaut', 'François Truffaut', 'François Truffaut', 'Marcel Berbert', 'Denys Clerval', 'Agnès Guillemot', 'Claude Pignot', 'René Levert', 'Antoine Duhamel', 'Léo Chauliac', 'Claude de Givray', 'Bernard Revon']"
33998,0.0,"['Drama', 'Comedy']",1.74424,1962-05-11,0.0,A Monkey in Winter,6.9,21.0,1962,0.0,Viernes,Mayo,"['Jean Gabin', 'Jean-Paul Belmondo', 'Suzanne Flon', 'Noël Roquevert', 'Paul Frankeur', 'Gabrielle Dorziat', 'Marcelle Arnold', 'Hella Petri', 'Lucien Raimbourg', 'Geneviève Fontanel', 'Sylviane Margollé', 'Camille Guérini', 'Charles Bouillaud', 'Anne-Marie Coffinet']","['Costa-Gavras', 'Françoise Bonnot', 'Claude Pinoteau', 'Robert Clavel', 'Michel Audiard', 'Michel Magne', 'François Boyer', 'Jacques Bar', 'Henri Verneuil', 'Monique Bonnot', 'Antoine Blondin', 'Louis Page', 'Jean Rieul', 'Léon Sanz']"
17811,0.0,"['Adventure', 'Action', 'Comedy', 'Foreign']",2.649091,1993-07-30,2967668.0,The Legend II,6.4,25.0,1993,0.0,Viernes,Julio,"['Jet Li', 'Michelle Reis', 'Josephine Siao', 'Adam Cheng', 'Amy Kwok', 'Corey Yuen Kwai', 'Peter Chan Lung', 'Ji Chun-Hua']","['Jet Li', 'Corey Yuen Kwai', 'Corey Yuen Kwai', 'Jeffrey Lau', 'Kin Chung Chan', 'Yuen Tak', 'Mark Lee Ping-Bing']"
340961,0.0,"['Crime', 'Comedy', 'Adventure', 'Drama']",0.385288,1962-11-03,0.0,Copacabana Palace,5.3,2.0,1962,0.0,Sábado,Noviembre,"['Sylva Koscina', 'Walter Chiari', 'Mylène Demongeot', 'Claude Rich', 'Francis de Wolff', 'Gloria Paul', 'Franco Fabrizi', 'Cyll Farney', 'Tônia Carrero', 'John Herbert', 'Irina Greco', 'Milton Rodrigues', 'Luiz Bonfá', 'João Gilberto', 'Antônio Carlos Jobim', 'Doris Monteiro']","['Sergio Amidei', 'Steno', 'Jorge Dória', 'Henrique Pongetti', 'Silveira Sampaio', 'Luciano Vincenzoni', 'Thalma de Oliveira', 'Gianni Ferrio', 'Massimo Dallamano', 'Wallace Simonsen', 'Pierino Massenzi', 'Franco Fontana', 'Lúcia P. Almeida', 'José Nunes']"
39039,0.0,['Drama'],0.59037,1951-04-07,0.0,Awaara,6.1,9.0,1951,0.0,Sábado,Abril,"['Prithviraj Kapoor', 'Leela Chitnis', 'Nargis', 'Raj Kapoor', 'Helen']","['Raj Kapoor', 'Raj Kapoor', 'Jaikishan Dayabhai Pankal', 'Khwaja Ahmad Abbas']"
107170,0.0,"['Action', 'Science Fiction', 'Thriller', 'War']",3.036216,2012-05-03,0.0,Ghost Recon: Alpha,7.5,43.0,2012,0.0,Jueves,Mayo,"['Radek Bruna', 'Mark Ivanir', 'Keith Gilmore', 'Pavel Ledinsky', 'Charlotte Rampling', 'Erich Redman', 'Chook Sibtain', 'Daniel Svoboda', 'Charles Venn', 'Nick Von Schlippe', 'Karel Dobrý']","['François Alaux', 'Hervé de Crécy', 'Timothy J. Sexton']"
142507,0.0,['Drama'],0.667502,2011-01-01,0.0,Exit,3.5,2.0,2011,0.0,Sábado,Enero,"['Kylie Trounson', 'Michael Finney', 'Hannah Moore', 'Drew Tingwell', 'David Whiteley', 'David Kemp']","['Marek Polgar', 'Martyn Pedler']"
114377,0.0,,0.452604,2012-06-02,0.0,The Ventriloquist,5.8,4.0,2012,0.0,Sábado,Junio,"['Erin Cahill', 'Mike Dirkesen', 'Patti Allison', 'Brownyn Cornelius', 'Kevin Spacey']","['Benjamin Leavitt', 'Benjamin Leavitt', 'Dana Brunetti', 'Carter Swan']"
302721,0.0,,0.101382,1997-01-01,0.0,Operation Dalmatian: The Big Adventure,3.5,2.0,1997,0.0,Miércoles,Enero,"['Jo Clark', 'Nick Lashaway', 'Jessica-Snow Wilson', 'Dee Hengstler', 'Ken Tipton', 'Alison Miller', 'Kurt Sinclair']","['Michael Paul Girard', 'Michael Paul Girard', 'Michael Paul Girard', 'Bill Schwartz', 'Bill Schwartz', 'Dennis Malone', 'J. R. Pettus']"
242462,0.0,['Thriller'],0.400945,2014-03-07,0.0,The Activist,4.0,2.0,2014,0.0,Viernes,Marzo,"['Chadwick Brown', 'Tonantzin Carmelo', 'Michael Spears', 'Ron Roggé']","['Cyril Morin', 'Cyril Morin']"
11323,22000000.0,"['Drama', 'Comedy', 'Crime']",11.698089,2009-09-18,35424826.0,The Informant!,6.0,305.0,2009,1.6102193636363635,Viernes,Septiembre,"['Matt Damon', 'Scott Bakula', 'Joel McHale', 'Melanie Lynskey', 'Ann Dowd', 'Thomas F. Wilson', 'Tom Papa', 'Rick Overton', 'Allan Havey', 'Patton Oswalt', 'Scott Adsit', 'Eddie Jemison', 'Clancy Brown', 'Arden Myrin', 'Tony Hale', 'Andrew Daly', 'Frank Welker', 'Candy Clark', 'Dick Smothers', 'Tom Smothers', 'Richard Steven Horvitz', 'Bob Zany', 'Paul F. Tompkins', 'Lucas McHugh Carroll']","['Doug J. Meerdink', 'Steven Soderbergh', 'Steven Soderbergh', 'Stephen Mirrione', 'Marvin Hamlisch', 'Scott Z. Burns', 'Carmen Cuba', 'Kurt Eichenwald', 'John Robotham', 'Claudette Barius', 'Shoshana Rubin', 'Rick Le Fevour', 'Larry Blake', 'Larry Blake', 'Sandy Kenyon', 'Adrienne Hamalian-Mangine', 'Missy Cohen', 'Matt Coby', 'Dennis Towns']"
89816,0.0,"['Animation', 'Family', 'Comedy']",0.036478,1967-12-31,0.0,The Bear That Wasn't,7.0,1.0,1967,0.0,Domingo,Diciembre,['Paul Frees'],"['Chuck Jones', 'Maurice Noble', 'Chuck Jones', 'Les Goldman', 'Frank Tashlin', 'Ben Washam', 'Tom Ray', 'Phil Roman', 'Richard Thompson', 'Don Towsley', 'Frank Tashlin', 'Dean Elliott', 'Irv Spector']"
66115,0.0,"['Comedy', 'Romance']",0.214291,1999-10-14,0.0,Nice Guys Sleep Alone,4.7,3.0,1999,0.0,Jueves,Octubre,"['Vanessa Marcil', 'Michael Greene', ""Sean O'Bryan"", 'Susannah Cranage', 'Sybil Temchen', 'Brenda James', 'William Sanderson', 'Maggie Lawson', 'Paul Smith', 'Kimberly Magness']","['Nathan Hope', 'Lee Ann Groff', 'Terry Kelley', 'Stu Pollard', 'Stu Pollard', 'Stu Pollard', 'Stephen Graziano', 'Georges Moes', 'David R. Zyla', 'Heidi Winston']"
129830,0.0,"['Comedy', 'Mystery']",0.349144,1974-05-08,0.0,Aniskin and Fantomas,6.0,1.0,1974,0.0,Miércoles,Mayo,"['Mikhail Zharov', 'Tatyana Pelttser', 'Lidiya Smirnova', 'Roman Tkachuk', 'Valeriy Nosik', 'Evgeni Burenkov', 'Valentina Berezutskaya']","['Mikhail Zharov', 'Vil Lipatov', 'Vil Lipatov', 'Vladimir Rapoport']"
11950,0.0,"['Action', 'Comedy']",5.305197,1984-06-29,28078073.0,Cannonball Run II,5.4,86.0,1984,0.0,Viernes,Junio,"['Burt Reynolds', 'Dom DeLuise', 'Dean Martin', 'Sammy Davis, Jr.', 'Shirley MacLaine', 'Telly Savalas', 'Jamie Farr', 'Marilu Henner', 'Susan Anton', 'Catherine Bach', 'Jackie Chan', 'Tim Conway', 'Jack Elam', 'Richard Kiel', 'Don Knotts', 'Ricardo Montalban', 'Tony Danza', 'Jim Nabors', 'Frank Sinatra', 'Arte Johnson', 'Doug McClure', 'Henry Silva', 'Abe Vigoda', 'Dub Taylor']","['Hal Needham', 'Hal Needham', 'Albert S. Ruddy', 'Harvey Miller', 'Brock Yates', 'Raymond Chow', 'Andre Morgan', 'Albert S. Ruddy', 'Al Capp', 'Nick McLean', 'William D. Gordean', 'Carl Kress', 'Thomas Azzari', 'Charles Graffeo', ""Sally O'Rear"", 'Norman Salling', 'Don Vargas', 'Tom Ellingwood', 'Bill Coker', 'Marlene Rubenstein', 'Donald L. Bolger']"
68715,0.0,['Horror'],0.39949,1965-07-25,0.0,Illusion of Blood,7.0,3.0,1965,0.0,Domingo,Julio,"['Tatsuya Nakadai', 'Mariko Okada', 'Junko Ikeuchi', 'Mayumi Ôzora', 'Keiko Awaji', 'Eitarô Ozawa', 'Masao Mishima', 'Mikijiro Hira', 'Eijirô Tôno', 'Yasushi Nagata', 'Yûsuke Takita', 'Nobuitsu Nakano', 'Sen Yano', 'Toru Uchida', 'Kinji Omino', 'Kanzaburô Nakamura']","['Tôru Takemitsu', 'Toshio Yasumi', 'Shiro Toyoda', 'Nanboku Tsuruya', 'Hiroshi Murai', 'Hiroshi Mizutani', 'Kenji Nagaoka', 'Ichirô Satô', 'Hideyuki Shiino', 'Senjin Imaizumi', 'Chizuru Hirose']"
149218,0.0,"['Family', 'Romance', 'TV Movie']",0.395019,2012-12-08,0.0,Come Dance with Me,6.0,2.0,2012,0.0,Sábado,Diciembre,"['Andrew McCarthy', 'Michelle Nolden', 'Stephanie Mills', 'Kyle Mac']",['John Bradshaw']
30656,0.0,"['Adventure', 'Science Fiction']",0.521923,1994-04-01,0.0,Circuitry Man II: Plughead Rewired,3.0,4.0,1994,0.0,Viernes,Abril,"['Vernon Wells', 'Deborah Shelton', 'Jim Metzler', 'Dennis Christopher', 'Nicholas Worth', 'Traci Lords', 'Paul Willson', 'Andy Goldberg', 'Tom Kenny', 'George Murdock', 'George Buck Flower', 'Steven Reich', 'Judy Tenuta']","['John Schouweiler', 'Steven Lovy', 'Steven Lovy', 'Steven Lovy', 'Robert Lovy', 'Robert Lovy', 'Robert Lovy', 'Steven Reich']"
81684,0.0,"['Adventure', 'Animation', 'Family', 'Fantasy']",5.617157,2011-12-25,0.0,The Gruffalo's Child,6.4,40.0,2011,0.0,Domingo,Diciembre,"['Helena Bonham Carter', 'Rob Brydon', 'Tom Wilkinson', 'Robbie Coltrane', 'John Hurt', 'James Corden', 'Shirley Henderson']","['Julia Donaldson', 'Julia Donaldson', 'Uwe Heidschötter', 'Johannes Weiland', 'Tobias von Burkersroda']"
25939,0.0,"['Drama', 'War']",0.919012,1963-09-20,0.0,Passenger,6.3,8.0,1963,0.0,Viernes,Septiembre,"['Aleksandra Śląska', 'Anna Ciepielewska', 'Janusz Bylczynski', 'Krzesislawa Dubielówna', 'Anna Golebiowska', 'Barbara Horawianka', 'Anna Jaraczówna', 'Maria Koscialkowska', 'Andrzej Krasicki', 'Jan Kreczmar', 'Irena Malkiewicz', 'Izabella Olszewska', 'Leon Pietraszkiewicz', 'Kazimierz Rudzki', 'Wanda Swaryczewska', 'Zdzislaw Szymborski', 'Marek Walczewski', 'Barbara Walkówna']","['Zofia Dwornik', 'Louise Stjernsward', 'Wieslawa Chojkowska', 'Romuald Korczak', 'Andrzej Munk', 'Andrzej Munk', 'Krzysztof Winiewicz', 'Teresa Tomaszewska', 'Mieczyslaw Posmiechowicz', 'Andrzej Brzozowski', 'Tadeusz Baird', 'Tadeusz Wybult', 'Zofia Posmysz', 'Zofia Posmysz', 'Leonard Mokicz', 'Anna Dyrka', 'Jerzy Szawlowski', 'Witold Lesiewicz']"
17889,0.0,"['Comedy', 'Fantasy', 'Music', 'Romance']",4.35038,1945-07-14,0.0,Anchors Aweigh,6.3,44.0,1945,0.0,Sábado,Julio,"['Frank Sinatra', 'Kathryn Grayson', 'Gene Kelly', 'José Iturbi', 'Dean Stockwell', 'Pamela Britton', 'Rags Ragland', 'Billy Gilbert', ""Henry O'Neill"", 'Carlos Ramírez', 'Edgar Kennedy', 'Grady Sutton', 'Leon Ames', 'Sharon McManus', 'James Flavin', 'James Burke', 'Henry Armetta', 'Chester Clute', 'Mimi Aguglia', 'Bobby Barber', 'Douglas Cowan', 'Eddie Hall', 'Milton Kibbee', 'Gloria Marlen', ""Robert Emmet O'Connor"", 'Garry Owen', 'Ray Teal']","['Cedric Gibbons', 'Edwin B. Willis', 'Adrienne Fazan', 'Randall Duell', 'George Sidney', 'Joe Pasternak', 'Robert H. Planck', 'Isobel Lennart', 'Charles P. Boyle', 'Irene', 'Natalie Marcin']"
201752,0.0,['Drama'],0.23149,2013-09-05,0.0,Traitors,5.0,1.0,2013,0.0,Jueves,Septiembre,"['Chaimae Ben Acha', 'Soufia Issami', 'Driss Roukhe', 'Mourade Zeguendi', 'Morjana Alaoui', 'Nadia Niazi']","['Nathan Larson', 'Sean Gullette', 'Sean Gullette', 'Sean Gullette', 'Karim Debbagh', 'Sabine Hoffman', 'Audrey Rosenberg', 'Niko Tavernise', 'Benoït Peverelli']"
45767,0.0,"['Comedy', 'Drama', 'Family', 'Science Fiction']",1.153239,2002-10-25,0.0,Time Changer,5.2,9.0,2002,0.0,Viernes,Octubre,"['D. David Morin', 'Gavin MacLeod', 'Hal Linden', ""Jennifer O'Neill"", 'Paul Rodríguez', 'Richard Riehle']","['Rich Christiano', 'Rich Christiano']"
43923,8000000.0,"['Comedy', 'Drama']",8.172013,2010-07-06,6491240.0,It's Kind of a Funny Story,6.9,691.0,2010,0.811405,Martes,Julio,"['Keir Gilchrist', 'Emma Roberts', 'Zach Galifianakis', 'Viola Davis', 'Zoë Kravitz', 'Thomas Mann', 'Lauren Graham', 'Jim Gaffigan', 'Jeremy Davies', 'Aasif Mandvi', 'Bernard White', 'Matthew Maher', 'Adrian Martinez', 'Dana DeVestern', 'Karen Chilton', 'Rosalyn Coleman', 'Daniel London', 'Leo Allen', 'Morgan Murphy', 'Billy McFadden', 'Jared Goldstein', 'Alan Aisenberg', 'Lou Myers', 'MacIntyre Dixon', 'Molly Hager', 'Ato Blankson-Wood', 'Ben Folstein', 'Stewart Steinberg']","['Carrie Stewart', 'Paul Hsu', 'Paul Hsu', 'Ryan Fleck', 'Ryan Fleck', 'Anna Boden', 'Anna Boden', 'Anna Boden', 'Jeremy Kipp Walker', 'Andrij Parekh', 'Kevin Misher', 'Beth Mickle', 'Leo Won', 'Cindy Tolan', 'Ned Vizzini', 'Jeffrey Stern', 'Ben Browning', 'Peter Rawlinson', 'Michael Maher', 'Michael Ahern', 'Roy Farfel', 'Patrick Baker', 'K.C. Bailey', 'Maceo Bishop', 'Branka Mrkic', 'Tony Osso', 'Bobby Diehl', 'Kurt and Bart']"
64335,0.0,"['Drama', 'Romance']",1.736752,2011-02-11,0.0,Fig Jam,6.9,15.0,2011,0.0,Viernes,Febrero,"['Sezai Paracıkoğlu', 'Melike Güner', 'Selim Akgül', 'Sinan Çaliskanoglu']","['Aytaç Ağırlar', 'Aytaç Ağırlar']"
105859,0.0,,0.458266,1975-08-05,0.0,Manhunt in the City,6.0,1.0,1975,0.0,Martes,Agosto,"['Henry Silva', 'Luciana Paluzzi', 'Silvano Tranquilli', 'Susanna Melandri', 'Alberto Tarallo', 'Claudio Gora', 'Claudio Nicastro', 'Luciano Catenacci', 'Claudio Sforzini', 'Corrado Solari', 'Rosario Borelli', 'Franco Balducci', 'Ferdinando Poggi', 'Tony Raccosta', 'Bruno Di Luia', 'Raymond Pellegrin', 'Salvatore Billa', 'Dardano Sacchetti', 'Gilberto Galimberti']","['Umberto Lenzi', 'Dardano Sacchetti', 'Umberto Lenzi', 'Bruno Nicolai']"
27464,0.0,['Comedy'],2.354286,1985-01-01,0.0,O.C. and Stiggs,4.5,6.0,1985,0.0,Martes,Enero,"['Daniel H. Jenkins', 'Neill Barry', 'Jane Curtin', 'Paul Dooley', 'Jon Cryer', 'Ray Walston', 'Cynthia Nixon', 'Dennis Hopper', 'Alan Autry', 'Martin Mull', 'Melvin Van Peebles', 'Tina Louise', 'Greg Wrangler', 'Bob Uecker', 'Victor Ho', 'Carla Borelli', 'Tiffany Helm', 'Nina van Pallandt', 'Caroline Aaron']","['Robert Altman', 'Ted Mann', 'Donald Cantrell']"
227832,0.0,,0.201944,1999-05-07,0.0,Hogi Pyar Ki Jeet,7.5,2.0,1999,0.0,Viernes,Mayo,"['Ajay Devgn', 'Neha', 'Arshad Warsi']",['P. Vasu']
12100,115000000.0,"['Drama', 'Action', 'History', 'War']",7.455875,2002-06-14,77628265.0,Windtalkers,5.8,345.0,2002,0.6750283913043478,Viernes,Junio,"['Nicolas Cage', 'Adam Beach', 'Peter Stormare', 'Noah Emmerich', 'Mark Ruffalo', 'Jason Isaacs', 'Christian Slater', ""Frances O'Connor"", 'Keith Campbell', 'Martin Henderson']","['Jeffrey L. Kimball', 'Tom Rolf', 'James Horner', 'Mindy Marin', 'Kevin Ishioka', 'Dick Bernstein', 'C.O. Erickson', 'John Woo', 'John Woo', 'Terence Chang', 'Steven Kemper', 'Richard C. Goddard', 'Brian Smrz', 'Holger Gross', 'Steve LaPorte', 'Randy Thom', 'Jeff Gullo', 'John Rice', 'Joe Batteer', 'Tracie Graham-Rice', 'Alison R. Rosenzweig', 'David E. Fluhr', 'Nick Scarano', 'Stephen Vaughan', 'Joe E. Rand', 'Jim Henrikson', 'Philip Tallman', 'Gregory Lundsgaard', 'Gregory Lundsgaard', 'Gregg Smrz', 'Ray Boniker', 'Cate Hardman', 'Al Goto', 'Mark Van Loon', 'Lynette Wich']"
142830,0.0,['Comedy'],3e-06,1988-01-01,0.0,Hell's Bells,0.0,0.0,1988,0.0,Viernes,Enero,"['Sergey Nikonenko', 'Ekaterina Voronina', 'Galina Polskikh', 'Leonid Kuravlyov', 'Evgeniy Evstigneev', 'Leonid Yarmolnik', 'Svetlana Orlova', 'Ivan Ryzhov']","['Sergey Nikonenko', 'Sergey Nikonenko', 'Vasiliy Shukshin']"
27674,0.0,['Horror'],0.776524,2002-12-31,0.0,Wolves of Wall Street,3.8,4.0,2002,0.0,Martes,Diciembre,"['William Gregory Lee', 'Michael Bergin', 'Eric Roberts', 'Jeff Branson', 'Jason-Shane Scott', 'Will Keenan', 'Bradley Stryker', 'Elisa Donovan', 'Louise Lasser']","['David DeCoteau', 'Barry Levy', 'Sylvia Hess', 'Harry Manfredini']"
287344,0.0,"['War', 'Romance', 'Drama', 'History']",0.01804,1997-10-23,0.0,Gaston's War,0.0,0.0,1997,0.0,Jueves,Octubre,"['Werner De Smedt', 'Mapi Galán', 'Stuart Laing']","['Robbe De Hert', 'Fernand Auwera', 'Luc W.L. Janssen', 'Allan Mayer']"
123742,0.0,,0.012313,1981-01-01,0.0,Junkopia,5.5,10.0,1981,0.0,Jueves,Enero,['Arielle Dombasle'],"['Chris Marker', 'Chris Marker', 'Chris Marker', 'Frank Simeone', 'John Chapman']"
258480,11800000.0,"['Romance', 'Drama']",8.364201,2015-11-20,40272135.0,Carol,7.3,1014.0,2015,3.4128927966101696,Viernes,Noviembre,"['Cate Blanchett', 'Rooney Mara', 'Kyle Chandler', 'Sarah Paulson', 'Jake Lacy', 'John Magaro', 'Cory Michael Smith', 'Carrie Brownstein', 'Kevin Crowley', 'Nik Pajic', 'Trent Rowland', 'Sadie Heim', 'Kk Heim', 'Amy Warner', 'Michael Haney', 'Wendy Lardin', 'Pamela Evans Haynes', 'Greg Violand', 'Michael Ward', 'Kay Geiger', 'Christine Dye', 'Deb G. Girdler', 'Douglas Scott Sorenson', 'Ken Strunk', 'Mike Dennis', 'Ann Reskin', 'Annie Kalahurka', 'Linnea Bond', 'Steven Andrews', 'Tanya Smith', 'Ryan Wesley Gilreath', 'Chuck Gillespie', 'Jeremy Parker', 'Giedre Bond', 'Liberty Fraysure', 'Robert J. Ashe', 'Anita Farmer Bergman', 'Colin Botts', 'Chelsea Carnder', 'Gary Chinn', 'William Cross', 'Richard Doone', 'Taylor Frey']","['Todd Haynes', 'Dorothy Berwin', 'Elizabeth Karlsen', 'Christine Vachon', 'Stephen Woolley', 'Judy Becker', 'Heather Loeffler', 'Sandy Powell', 'Gwen Bialic', 'Patricia Highsmith', 'Phyllis Nagy', 'Edward Lachman', 'Affonso Gonçalves', 'Laura Rosenthal', 'Randall Poster', 'Thorsten Schumacher', 'Bob Weinstein', 'Harvey Weinstein', 'Danny Perkins', 'Cate Blanchett', 'Andrew Upton', 'Carter Burwell', 'Tessa Ross', 'Jesse Rosenthal', 'Wilson Webb', 'Belle Francisco', 'David Davenport', 'Jerry DeCarlo', 'Patricia Regan', 'Geoff Maxwell', 'Leslie Shatz', 'Eliza Paley', 'Todd Kasow', 'Craig Haagensen']"
399932,0.0,['Comedy'],0.123259,2016-06-02,0.0,Quincy Jones: Burning the Light,6.0,1.0,2016,0.0,Jueves,Junio,['Quincy Jones'],"['Mickey Blaine', 'Quincy Jones', 'Terrance Stewart', 'Aaron Brenner']"
66623,0.0,,0.07304,2002-04-11,0.0,"Tattoo, a Love Story",3.5,2.0,2002,0.0,Jueves,Abril,"['Megan Edwards', 'Virgil Mignanelli', 'Benjamin Burdick', 'Kathryn Cherasaro', 'Gordon Reinhart', 'Stitch Marker']",['Richard W. Bean']
40767,0.0,['Drama'],0.32287,1950-02-21,0.0,No Man of Her Own,7.7,7.0,1950,0.0,Martes,Febrero,"['Barbara Stanwyck', 'John Lund', 'Jane Cowl', 'Phyllis Thaxter', 'Lyle Bettger', ""Henry O'Neill"", 'Carole Mathews', 'Harry Antrim', 'Catherine Craig', 'Esther Dale', 'Milburn Stone', 'Richard Denning', 'Georgia Backus', 'Virginia Brissac', 'Franklyn Farnum', 'Bess Flowers', 'Dooley Wilson']","['Daniel L. Fapp', 'Cornell Woolrich', 'Richard Maibaum', 'Hugo Friedhofer', 'Sally Benson', 'Alma Macrorie', 'Catherine Turney', 'Mitchell Leisen', 'Mitchell Leisen']"
38389,0.0,['Comedy'],0.926374,1956-01-01,0.0,Up in the World,6.5,5.0,1956,0.0,Domingo,Enero,"['Norman Wisdom', 'Maureen Swanson', 'Jerry Desmonde', 'Michael Caridia']",['John Paddy Carstairs']
337012,0.0,"['Family', 'Adventure', 'Drama']",0.118119,2014-11-16,0.0,The Legend of Longwood,8.0,1.0,2014,0.0,Domingo,Noviembre,"['Lucy Morton', 'Lorcan Bonner', 'Brendan Conroy', 'Lorcan Cranitch', 'Stephen Cromwell', 'Fiona Glascott', 'Art Kearns', 'Sean Mahon', 'Miriam Margolyes', ""Kathy Rose O'Brien"", 'Thekla Reuten', 'Anabel Sweeney', 'Lesa Thurman']","['Lisa Mulcahy', 'Nadadja Kemper']"
15257,0.0,"['Animation', 'Action', 'Science Fiction']",5.539197,2009-01-27,0.0,Hulk vs. Wolverine,6.8,48.0,2009,0.0,Martes,Enero,"['Fred Tatasciore', 'Bryce Johnson', 'Nolan North', 'Michael Adamthwaite', 'Graham McTavish', 'Tom Kane', 'Janyse Jaud', 'Josy Bernard']","['Craig Kyle', 'Frank Paur', 'Christopher Yost', 'Jay Oliva']"
32456,1000000.0,"['Drama', 'Romance']",4.967667,1997-09-07,2057193.0,Two Girls and a Guy,5.4,25.0,1997,2.057193,Domingo,Septiembre,"['Robert Downey Jr.', 'Natasha Gregson Wagner', 'Heather Graham', 'Angel David', 'Frederique van der Wal']","['James Toback', 'James Toback', 'Chris Hanley', 'Sheila Jaffe']"
209451,40000000.0,"['Music', 'Drama']",6.447072,2014-06-05,67347013.0,Jersey Boys,6.8,257.0,2014,1.683675325,Jueves,Junio,"['Christopher Walken', 'Vincent Piazza', 'Freya Tingley', 'James Madio', 'Sean Whalen', 'Kathrine Narducci', 'Francesca Eastwood', 'Mike Doyle', 'Steve Schirripa', 'Barry Livingston', 'Alexis Krause', 'Jeremy Luke', 'Silvia Kal', 'John Lloyd Young', 'Erich Bergen', 'Michael Lomenda', 'Johnny Cannizzaro', 'Joseph Russo', 'Billy Gardell', 'John Griffin', 'Elizabeth Hunter', 'Lacey Hannan', 'Renée Marino', 'Erica Piccininni', 'Steve Monroe', 'Rob Marnell', 'Troy Grant', 'Grant Roberts', 'Kara Pacitto', 'Michael Patrick McGill', 'Nancy La Scala', 'Clint Ward', 'Jackie Seiden', 'Matt Nolan', 'Meagan Holder', 'Joe Abraham', 'Phil Abrams', 'Joe Howard', 'Katelyn Pacitto', 'Ben Rauch', 'Bill Watterson', 'Annika Noelle', 'Derek Easley', 'Kim Gatewood', 'Alexandra Ruddy', 'Keith Loneker', 'Marco Tazioli', 'David Newton', 'Donnie Kehr', 'Scott Vance', 'Kyli Rae', 'Travis Nicholson', 'Allison Wilhelm', 'Tye Edwards', 'Jon Paul Burkhart', 'Lou Volpe', 'David Crane', 'Lou George', 'Michael Butler Murray', 'Michael Lanahan', 'Aria Pullman', 'Jacqueline Mazarella', 'Danielle Souza', 'Miles Aubrey', 'Johnny Dinu', 'Maggie Beal', 'Jeff DePaoli', 'Vincent Selhorst-Jones', 'Angel Murphy', 'Grace Kelley', ""Annie O'Donnell""]","['Clint Eastwood', 'Clint Eastwood', 'Joel Cox', 'Bub Asman', 'Tom Stern', 'Deborah Hopper', 'James J. Murakami', 'Robert Lorenz', 'Marshall Brickman', 'Marshall Brickman', 'Graham King', 'Brett Ratner', 'Tim Moore', 'Tim Headington', 'Gary D. Roach', ""Carol A. O'Connell"", 'Frankie Valli', 'Geoffrey Miclat', 'Bob Gaudio', 'Rick Elice', 'Rick Elice', 'Michelle Vittone', 'Kerry Lyn McKissick', 'James Packer', 'Alan Robert Murray', 'Walt Martin', 'Ron Melrose']"
11178,0.0,"['Drama', 'Comedy', 'Romance']",5.980499,2001-07-27,0.0,My Sassy Girl,7.3,158.0,2001,0.0,Viernes,Julio,"['Cha Tae-hyun', 'Jun Ji-hyun', 'Kim In-mun', 'Song Ok-Suk', 'Han Jin-hee', 'Yang Geum-Seok', 'Hyun Sook-Hee', 'Kim Il-Woo', 'Lee Moo-Young', 'Seo Dong-won', 'Kwak Jae-yong', 'Im Ho']","['Kim Sang-beom', 'Kim Sung-Bok', 'Kwak Jae-yong', 'Kwak Jae-yong', 'Chul Shin', 'Kim Ho-Sik', 'Hyeong-seok Kim', 'Johann Pachelbel']"
